,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
3708,044023669X,The Kiss,Danielle Steel,2002,Dell Publishing Company
3709,0060085452,Boy Meets Girl,Meg Cabot,2004,Avon Trade
3710,0515116750,Born in Ice,Nora Roberts,1996,Berkley Publishing Group
3711,0425127583,The Mask,Dean R. Koontz,1989,Berkley Publishing Group
3712,038531292X,The Gift,Danielle Steel,1994,Delacorte Press
3713,0446602213,"Morning, Noon & Night",Sidney Sheldon,1996,Warner Books
3714,0440129265,Passion's Promise,Danielle Steel,1977,Dell
3715,0373483902,The Macgregors: Daniel-Ian,Nora Roberts,1999,Silhouette
3716,0449005836,The Right Hand of Evil,John Saul,2000,Ballantine Books
3717,0515103969,The Endearment,LaVyrle Spencer,1994,Jove Books
3718,0671674366,Rock Star,Jackie Collins,1989,Pocket
3719,0515108030,Forgiving,LaVyrle Spencer,1996,Jove Books
3720,0671462970,FLOWERS IN ATTIC (Dollanger Saga (Paperback)),V. C. Andrews,1982,Pocket
3721,0440167531,Palomino,DANIELLE STEEL,1985,Dell
3722,0515102636,Morning Glory,LaVyrle Spencer,1990,Jove Books
3723,0553578960,The Accidental Bride,Jane Feather,1999,Bantam Books
3724,0671873210,Tarnished Gold (Landry),V.C. Andrews,1996,Pocket
3725,051511992X,That Camden Summer,Lavyrle Spencer,1997,Jove Books
3726,0553571583,Breakfast in Bed,SANDRA BROWN,1996,Fanfare
3727,0425162591,McNally's Gamble (Archy McNally Novels (Paperback)),Lawrence Sanders,2000,Berkley Publishing Group
3728,0345425308,Violin,Anne Rice,1999,Ballantine Books
3729,0515099511,The Hellion,LaVyrle Spencer,1999,Jove Books
3730,0821764527,Celebration,Fern Michaels,2000,Kensington Publishing Corp.
3731,0805019359,J is for Judgment,Sue Grafton,1993,Henry Holt & Company
3732,0440184622,Tai-Pan,JAMES CLAVELL,1986,Dell
3733,0671722859,ROMEO AND JULIET,William Shakespeare,1992,Washington Square Press
3734,0786915749,Dragons of Autumn Twilight (Dragonlance: Dragonlance Chronicles),Margaret Weis,2000,Wizards of the Coast
3735,0345363310,Demon Lord of Karanda (Malloreon (Paperback Random House)),DAVID EDDINGS,1989,Del Rey
3736,0345352661,Guardians of the West (Book 1 of the Malloreon),David Eddings,1988,Del Rey Books
3737,0345335457,"Magician's Gambit (The Belgariad, Book 3)",David Eddings,1995,Del Rey Books
3738,0345335511,"Pawn of Prophecy (The Belgariad, Book 1)",David Eddings,1990,Del Rey Books
3739,0345383273,Domes of Fire: Book One of the Tamuli (Tamuli),David Eddings,1993,Del Rey Books
3740,039480029X,Hop on Pop (I Can Read It All by Myself Beginner Books),Dr. Seuss,1963,Random House Books for Young Readers
3741,0380789612,From the Dust Returned,Ray Bradbury,2002,Avon
3742,0380765454,Desert Heat,J.A. Jance,1999,Avon
3743,0425179230,Point of Impact (Tom Clancy's Net Force (Berkley Publishing Group)),Steve Perry,2001,Berkley Publishing Group
3744,0449002640,The Unlikely Spy,Daniel Silva,1998,Signet Fiction
3745,0553580035,Battle Born,Dale Brown,2001,Bantam Books
3746,0446611379,The Red Room,Nicci French,2002,Warner Vision
3747,0553581295,Darkness Peering,Alice Blanchard,2000,Bantam
3748,0060809248,The Phantom of the Opera: The Original Novel,Gaston Leroux,1988,Perennial
3749,0061092800,For My Daughters,Barbara Delinsky,1996,HarperTorch
3750,1551669382,Enchanted Afternoon,Susan Wiggs,2002,Mira
3751,0671003348,Come the Spring (Clayborne Brothers),Julie Garwood,1998,Pocket
3752,0618129111,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2001,Houghton Mifflin Company
3753,0671737643,"Whitney, My Love",Judith McNaught,1991,Pocket
3754,0060920084,The Lost Continent: Travels in Small-Town America,Bill Bryson,1990,Perennial
3755,0451187741,Trail of Secrets,Eileen Goudge,1997,Signet Book
3756,0446603589,Absolute Power,David Baldacci,1996,Warner Books
3757,0515110973,Honest Illusions,Nora Roberts,1995,Jove Books
3758,0425171078,The More I See You,Lynn Kurland,1999,Berkley Publishing Group
3759,0843947810,Santa Steps Out,Robert Devereaux,2000,Leisure Books
3760,0060558199,Save Karyn : One Shopaholic's Journey to Debt and Back,Karyn Bosnak,2003,Perennial Currents
3761,0679731377,A History of the World in 10 1/2 Chapters (Vintage International),Julian Barnes,1990,Vintage Books USA
3762,0345388771,Primal Fear,William Diehl,1996,Ballantine Books
3763,006018650X,A Secret Affair,Barbara Taylor Bradford,1996,Harpercollins
3764,0399150838,"So Many Books, So Little Time: A Year of Passionate Reading",Sara Nelson,2003,G. P. Putnam's Sons
3765,0679419462,The Lost World: A Novel,Michael Crichton,1995,Alfred A. Knopf
3766,0842329293,The Indwelling: The Beast Takes Possession (Left Behind No. 7),Tim Lahaye,2001,Tyndale House Publishers
3767,0842332278,The Remnant: On the Brink of Armageddon (Left Behind No. 10),Tim LaHaye,2002,Tyndale House Publishers
3768,0842332286,The Mark: The Beast Rules the World (Left Behind No. 8),Tim Lahaye,2001,Tyndale House Publishers
3769,0061092045,Honor Among Thieves,Jeffrey Archer,1994,HarperTorch
3770,0452272971,A Very Long Engagement,Sebastien Japrisot,1994,Plume Books
3771,0670772895,The Road Ahead,Bill Gates,1995,Penguin USA
3772,0836220854,Far Side Gallery 2,Gary Larson,2003,Andrews McMeel Publishing
3773,0811808173,The Tattooed Map,Barbara Hodgson,1995,Chronicle Books
3774,0811811409,"The Venetian's Wife: A Strangely Sensual Tale of a Renaissance Explorer, a Computer, and a Metamorphosis",Nick Bantock,1996,Chronicle Books
3775,0440212812,Lost Souls,POPPY BRITE,1993,Dell
3776,0449206475,The Witches of Eastwick,John Updike,1995,Fawcett Books
3777,034532532X,The Lasko Tangent,Richard North Patterson,1994,Ballantine Books
3778,0425168131,Conspiracy in Death,J. D. Robb,2003,Berkley Publishing Group
3779,0671040588,Boone's Lick : A Novel,Larry McMurtry,2002,Pocket
3780,0451180062,Abuse of Power,Nancy Taylor Rosenberg,1997,Signet Book
3781,0345368932,All the Weyrs of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1992,Del Rey Books
3782,0312963297,Trunk Music (Detective Harry Bosch Mysteries),Michael Connelly,1998,St. Martin's Press
3783,0553295780,Fugitive Nights,Joseph Wambaugh,1996,Bantam Books
3784,0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
3785,0345311485,On the Beach,NEVIL SHUTE,1983,Ballantine Books
3786,0440236819,The Cottage,Danielle Steel,2003,Dell Publishing Company
3787,0449205193,The Wicked Day,Mary Stewart,1988,Fawcett Books
3788,0061002747,Murder on the Orient Express,Agatha Christie,1991,Harper Mass Market Paperbacks (Mm)
3789,038000917X,Rebecca,Daphne du Maurier,1982,Avon Books
3790,0451205146,Black Hawk Down (Movie Tie-in),Mark Bowden,2002,Signet
3791,0515120456,The Dark Room,Minette Walters,1997,Jove Books
3792,0451204115,L.A. Dead: A Stone Barrington Novel (Stone Barrington Novels (Paperback)),Stuart Woods,2001,Signet Book
3793,0140255125,The Woman Who Walked into Doors,Roddy Doyle,1997,Penguin Books
3794,0440154472,Jailbird,Kurt Vonnegut,1980,Dell
3795,0553286285,Nemesis,Isaac Asimov,1990,Bantam
3796,0553277464,Beaches,Iris Rainer Dart,1990,Bantam Books
3797,0743444515,"Goodnight, Irene",Jan Burke,2002,Pocket
3798,1551668068,Fox River,Emilie Richards,2001,Mira
3799,0451197747,The Deep End of the Ocean,Jacquelyn Mitchard,1999,Signet Book
3800,067169507X,SEAT OF THE SOUL,Gary Zukav,1990,Free Press
3801,0449213943,All Quiet on the Western Front,Erich Maria Remarque,1995,Ballantine Books
3802,0061014176,Under the Lake,Stuart Woods,1999,HarperTorch
3803,0449245489,Rabbit Is Rich,John Updike,1991,Fawcett Books
3804,0553569082,After Dark,Phillip Margolin,1996,Bantam Books
3805,0553574752,"Protein Power: The High-Protein/Low Carbohydrate Way to Lose Weight, Feel Fit, and Boost Your Health-in Just Weeks!",Michael R. Eades,1998,Bantam Books
3806,1878424114,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),Deepak Chopra,1995,New World Library
3807,1551666847,Cold Ridge,Carla Neggers,2003,Mira
3808,0449213145,Twice Shy,Dick Francis,1990,Fawcett Books
3809,0671704184,WEAVEWORLD (The Fantacy Classic),Clive Barker,1989,Pocket
3810,0449217205,Straight,Dick Francis,1994,Fawcett Books
3811,0140481346,Death of A Salesman,Arthur Miller,1998,Penguin USA (Paper)
3812,051513239X,The Music of the Spheres,Elizabeth Redfern,2002,Jove Books
3813,0671014919,My Gal Sunday,Mary Higgins Clark,2003,Pocket
3814,0316037621,The Best Cat Ever,Cleveland Amory,1994,"Little, Brown"
3815,0316037451,The Cat and the Curmudgeon,Cleveland Amory,1991,"Little, Brown"
3816,006100345X,The Ghostway,Tony Hillerman,1992,HarperTorch
3817,0066212855,"Krakatoa : The Day the World Exploded: August 27, 1883",Simon Winchester,2003,HarperCollins
3818,0440225590,Cuba Libre,Elmore Leonard,1999,Dell Publishing Company
3819,0440209803,Get Shorty,Elmore Leonard,1991,Dell
3820,0451207521,Jackdaws,Ken Follett,2002,Signet Book
3821,0312971230,Ice Station,Matthew J. Reilly,2000,St. Martin's Press
3822,0061000019,The Blessing Way (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
3823,0345367650,Polar Star,MARTIN CRUZ SMITH,1990,Ballantine Books
3824,0671020307,Crystal (Orphans),V.C. Andrews,1998,Pocket
3825,0553280945,The Mammoth Hunters (Earth's Children (Paperback)),JEAN M. AUEL,1986,Bantam
3826,0440445450,How to Eat Fried Worms,THOMAS ROCKWELL,1953,Yearling
3827,0671467263,LIFE UNIVERS EVRTH (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1983,Pocket
3828,0312246560,The Phantom of Manhattan,Frederick Forsyth,1999,St Martins Pr
3829,0517594994,Star Flight,Phyllis A. Whitney,1993,Random House Inc
3830,0440114764,The cradle will fall,Mary Higgins Clark,1981,Dell
3831,0375724672,True History of the Kelly Gang,Peter Carey,2001,Vintage Books USA
3832,042518000X,Nursery Crimes (Mommy-Track Mysteries (Paperback)),Ayelet Waldman,2001,Berkley Publishing Group
3833,0345323440,Footfall,Larry Niven,1996,Del Rey Books
3834,0425183181,A Little Magic,Nora Roberts,2002,Berkley Publishing Group
3835,0553258478,Exodus,Leon Uris,1983,Bantam Books
3836,0446601985,Iced,Carol Higgins Clark,1996,Warner Books
3837,044023719X,The Triumph of Katie Byrne,Barbara Taylor Bradford,2001,Island
3838,0380703882,Communion : A True Story,Whitley Strieber,1988,Avon
3839,0671528904,Mindhunter : Inside the FBI's Elite Serial Crime Unit,John E. Douglas,1996,Pocket
3840,0553212338,"Call of The Wild, White Fang (Bantam Classics)",JACK LONDON,1991,Bantam
3841,0375421440,Three Junes,Julia Glass,2002,Pantheon Books
3842,0140086838,Ceremony (Contemporary American Fiction Series),Leslie Marmon Silko,1988,Penguin Books
3843,0425178765,Easy Prey,John Sandford,2001,Berkley Publishing Group
3844,0425114236,Accidental Tourist,Anne Tyler,1988,Penguin Putnam~mass
3845,0684846004,The Cases That Haunt Us,John Douglas,2000,Scribner
3846,0670873926,Larry's Party,Carol Shields,1997,Viking Books
3847,1853260320,Mansfield Park (Wordsworth Collection),Jane Austen,1998,Wordsworth Editions Ltd
3848,0553212540,The Picture of Dorian Gray (Bantam Classics),OSCAR WILDE,1982,Bantam
3849,0440213320,Deadlock (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,1992,Dell
3850,0449001946,Murder at the Watergate (Capital Crime Mysteries),Margaret Truman,1999,Fawcett Books
3851,0140430164,Mansfield Park (Penguin Classics),Jane Austen,1988,Penguin USA
3852,0575400951,About a Boy Uk,Nick Hornby,1998,Trafalgar Square
3853,0143035002,Anna Karenina (Oprah's Book Club),Leo Tolstoy,2004,Penguin Books
3854,0891075275,Piercing the Darkness,Frank E. Peretti,1989,Crossway Books
3855,0451191722,Talking to Heaven: A Medium's Message of Life After Death,James Van Praagh,1999,Signet Book
3856,044022859X,Holes (Readers Circle),LOUIS SACHAR,2001,Laurel Leaf
3857,0553278592,Sweet Revenge,NORA ROBERTS,1997,Bantam
3858,0446611638,Lost Light,Michael Connelly,2004,Warner Vision
3859,0140430229,Gulliver's Travels (Penguin Classics),Jonathan Swift,1967,Penguin Books
3860,0743456173,Just the Way You Are,Christina Dodd,2003,Pocket
3861,0671004271,The Evening Star,Larry McMurtry,1996,Pocket
3862,0345331001,Texas Heat,Fern Michaels,1994,Ivy Books
3863,0061007161,First Among Equals,Jeffrey Archer,1997,HarperTorch
3864,0553574558,To Play the Fool,Laurie R. King,1996,Crimeline
3865,0440194784,Welcome to the Monkey House,Kurt Vonnegut,1991,Dell Publishing Company
3866,0061096083,The Bestseller,Olivia Goldsmith,1997,HarperTorch
3867,0671867318,SAHARA,Clive Cussler,1993,Pocket
3868,0375507493,What Should I Do with My Life?,PO BRONSON,2002,Random House
3869,0061013412,Orchid Beach (Holly Barker Novels (Paperback)),Stuart Woods,1999,HarperTorch
3870,0345387554,The Horse You Came In On,Martha Grimes,1996,Ballantine Books
3871,0449207552,Break in,Dick Francis,1997,Fawcett Books
3872,0743448944,Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark,2003,Pocket
3873,0375422307,Persepolis : The Story of a Childhood (Alex Awards (Awards)),MARJANE SATRAPI,2003,Pantheon
3874,067091021X,Year of Wonders: A Novel of the Plague,Geraldine Brooks,2001,Viking Books
3875,042517400X,"Night Moves (Tom Clancy's Net Force, No. 3)",Tom Clancy,2000,Berkley Publishing Group
3876,0425184234,A Small Death in Lisbon,Robert Wilson,2002,Berkley Publishing Group
3877,0671787454,The Girls He Adored,Jonathan Nasaw,2002,Pocket Star
3878,1580628362,Please Stop Laughing at Me: One Woman's Inspirational Story,Jodee Blanco,2003,Adams Media Corporation
3879,0451409000,Messiah,Boris Starling,1999,Onyx Books
3880,0425188132,"State of War (Tom Clancy's Net Force, No. 7)",Steve Perry,2003,Berkley Publishing Group
3881,0446364266,French Silk,Sandra Brown,1993,Warner Books
3882,0385721676,Oryx and Crake,MARGARET ATWOOD,2004,Anchor
3883,0440415632,The Cricket in Times Square (Newbery Winners for Microcomputers),George Selden,1970,Random House Children's Books
3884,1558745432,A 5th Portion of Chicken Soup for the Soul : 101 Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1998,Health Communications
3885,0811824829,52 Deck Series: 52 Ways to Celebrate Friendship,Lynn Gordon,2000,Chronicle Books
3886,0449223604,M Is for Malice,Sue Grafton,1998,Fawcett Books
3887,0425131769,Vital Signs,Robin Cook,2001,Berkley Publishing Group
3888,0553295608,A Suitable Vengeance,ELIZABETH GEORGE,1992,Bantam
3889,0140296298,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverley Donofrio,2001,Penguin Books
3890,0316735698,Forever: A Novel,Pete Hamill,2003,Back Bay Books
3891,0380723816,Wayside School Gets a Little Stranger (Wayside School),Louis Sachar,1996,HarperTrophy
3892,0440404908,Fudge-A-Mania,Judy Blume,1991,Yearling
3893,0553573209,Firefly Beach,Luanne Rice,2001,Bantam Books
3894,0515128821,The Breaker,Minette Walters,2000,Jove Books
3895,0765340747,"The Pillars of Creation (Sword of Truth, Book 7)",Terry Goodkind,2002,Tor Books
3896,0449220184,Seventh Heaven,Alice Hoffman,1991,Fawcett Books
3897,0440225272,Homecoming,Belva Plain,1998,Dell Publishing Company
3898,0064471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins
3899,0553584014,The Secret Hour,LUANNE RICE,2004,Bantam
3900,0446364797,The Silken Web,Sandra Brown,1993,Warner Books
3901,006440188X,The Secret Garden,Frances Hodgson Burnett,1998,HarperTrophy
3902,0451167783,A Streetcar Named Desire,Tennessee Williams,1989,Signet Book
3903,0140042210,A Portrait of the Artist As a Young Man,James Joyce,1989,Penguin USA
3904,0515119652,From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings,Nora Roberts,1996,Jove Books
3905,0671014935,Likely to Die (Alexandra Cooper Mysteries (Paperback)),Linda Fairstein,1998,Pocket Books
3906,0688163173,Shutter Island: A Novel,Dennis Lehane,2003,William Morrow
3907,0553573357,Blue Mars,Kim Stanley Robinson,1997,Spectra Books
3908,0440539811,"The Illuminatus Trilogy: The Eye in the Pyramid, the Golden Apple & Leviathan",Robert Shea,1984,Dell Publishing Company
3909,0425163717,Holiday in Death,J. D. Robb,1998,Berkley Publishing Group
3910,044661095X,Killing Time,Caleb Carr,2002,Warner Books
3911,0553297260,Darkness,John Saul,1992,Bantam Books
3912,0061099341,As the Crow Flies,Jeffrey Archer,1992,HarperTorch
3913,0740704818,The Blue Day Book,Bradley Trevor Greive,2000,Andrews McMeel Publishing
3914,0452283795,Wanderlust,Chris Dyer,2003,Plume Books
3915,0767908171,A Short History of Nearly Everything,Bill Bryson,2003,Broadway
3916,0425153789,Immortal in Death,J. D. Robb,1996,Berkley Publishing Group
3917,0451166604,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,1988,Signet Book
3918,0345440021,Funeral in Blue,Anne Perry,2002,Fawcett Books
3919,0061090891,Santa Fe Rules,Stuart Woods,1993,HarperTorch
3920,0553295276,Beauty,Sheri S. Tepper,1992,Bantam
3921,0452279178,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1997,Plume Books
3922,0140481389,The Crucible: A Play in Four Acts (Penguin Plays),Arthur Miller,1976,Penguin Books
3923,0802130348,Waiting for Godot,Samuel Beckett,1997,Grove Press
3924,0380729342,Tales from Watership Down,Richard Adams,1998,Avon
3925,0020442505,The Silver Chair,C. S. Lewis,1970,MacMillan Publishing Company.
3926,0061009431,"The Secret Life of Laszlo, Count Dracula",Roderick Anscombe,1995,HarperCollins Publishers
3927,0679435212,Crooked Little Heart,Anne Lamott,1997,Pantheon Books
3928,0345444884,The Talisman,STEPHEN KING,2001,Ballantine Books
3929,0312925883,Not Without My Daughter,Betty Mahmoody,1993,St. Martin's Press
3930,0553576046,Riley in the Morning,Sandra Brown,2001,Bantam Books
3931,0517598493,The Return of Merlin,Deepak Chopra,1995,Random House Inc
3932,0446519723,Where the Heart Is: A Novel,Billie Letts,1995,Warner Books
3933,1573225843,The Cloister Walk,Kathleen Norris,1997,Riverhead Books
3934,0380765462,Tombstone Courage: A Joanna Brady Mystery,J.A. Jance,1995,Avon
3935,1551668378,Halfway To Heaven,Susan Wiggs,2001,Mira
3936,0061012513,Storming Heaven,Kyle Mills,2000,HarperTorch
3937,0684815451,SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark,1995,Simon & Schuster
3938,0451523733,Adventures of Huckleberry Finn,Mark Twain,1959,New Amer Library Classics
3939,0449245004,Reflex,Dick Francis,1982,Fawcett Books
3940,0449212394,Bolt,Dick Francis,1988,Fawcett Books
3941,0451163508,Lie Down With Lions (Signet),Ken Follett,1994,Signet Book
3942,0743454529,"My Sister's Keeper : A Novel (Picoult, Jodi)",Jodi Picoult,2004,Atria
3943,0373790899,"By the Book (Harlequin Blaze, No 85)",Nancy Warren,2003,Harlequin
3944,1551667002,Skyward,Mary Alice Monroe,2003,Mira Books
3945,0060008032,Angels,Marian Keyes,2003,HarperTorch
3946,0451409159,"Long, Lean, and Lethal",Heather Graham,2000,New American Library
3947,0812558626,Briar Rose,Jane Yolen,1993,Tor Books
3948,0451198638,The Other Side and Back: A Psychic's Guide to Our World and Beyond,Sylvia Browne,2000,Signet Book
3949,0060540753,Patron Saint of Liars : A Novel,Ann Patchett,2003,Perennial
3950,0553379615,Into the Forest,JEAN HEGLAND,1998,Bantam
3951,0874778883,Seven Years in Tibet,Heinrich Harrer,1997,Jeremy P. Tarcher
3952,0446600415,The Day After Tomorrow,Allan Folsom,1995,Warner Books
3953,044020271X,Tapestry,Belva Plain,1989,Dell
3954,0446608602,Personal Injuries,Scott Turow,2000,Warner Vision
3955,068971310X,The Wind in the Willows,Kenneth Grahame,1989,Aladdin
3956,0380698439,Behind the Attic Wall (Avon Camelot Books (Paperback)),Sylvia Cassedy,1985,HarperTrophy
3957,1551666561,Letting Go,Pamela Morsi,2003,Mira Books
3958,1551667193,311 Pelican Court,Debbie Macomber,2003,Mira Books
3959,044021422X,Jewels,Danielle Steel,1993,Dell
3960,0373835396,Four In Hand,Stephanie Laurens,2002,Harlequin
3961,0440226449,Freedomland,Richard Price,1999,Dell Publishing Company
3962,0142000329,After You'd Gone,Maggie O'Farrell,2002,Penguin Books
3963,0671039741,Salem's Lot,Stephen King,1999,Pocket
3964,0440484332,Superfudge (Yearling Books (Paperback)),Judy Blume,1981,Yearling Books
3965,0440146577,Loving,Danielle Steel,1981,Dell
3966,0671028022,Jade (Wildflowers),V.C. Andrews,1999,Pocket
3967,1551666758,The Perfect Lie,Dinah Mccall,2003,Mira
3968,0515134120,Sarah's Window,Janice Graham,2002,Jove Books
3969,0395977894,Fast Food Nation,Eric Schlosser,2001,Houghton Mifflin Company
3970,1573221112,The Art of Happiness: A Handbook for Living,Dalai Lama,1998,Penguin Putnam
3971,0871137534,The Dress Lodger,Sheri Holman,2000,Pub Group West
3972,055326611X,EVEN COWGIRLS GET THE BLUES,TOM ROBBINS,1984,Bantam
3973,0743204077,Soul Stories,Gary Zukav,2000,Simon & Schuster
3974,0449216861,Silence in Hanover Close,Anne Perry,1996,Fawcett Books
3975,0451191706,Critical Conditions,Stephen White,1999,Signet Book
3976,0590477404,"Monster Blood II (Goosebumps, No 18)",R. L. Stine,1995,Scholastic
3977,0786889616,Parallel Lies,Ridley Pearson,2002,Hyperion Press
3978,0671020323,"Brooke (Orphans Miniseries, Book 3)",V. C. Andrews,1998,Pocket
3979,0446341916,The Naked Face,Sidney Sheldon,1985,Warner Books
3980,0440225450,The Final Detail,HARLAN COBEN,2000,Island Books
3981,0525945121,Chang and Eng,Darin Strauss,2000,Dutton Books
3982,0449003701,The Tall Pine Polka (Ballantine Reader's Circle),LORNA LANDVIK,2001,Ballantine Books
3983,0451157974,Brain,Robin Cook,1999,Signet Book
3984,0061091618,For Love,Sue Miller,1996,HarperTorch
3985,0449215946,Illumination Night,Alice Hoffman,1992,Fawcett Books
3986,0671670913,ANYTHING FOR BILLY,Larry McMurtry,1989,Pocket
3987,0440216877,Promises,Belva Plain,1997,Dell
3988,0671870114,Saving Grace,Julie Garwood,1994,Pocket
3989,038089968X,Chain Letter (Avon Camelot Books (Paperback)),Christopher Pike,1986,Avon
3990,0515128015,Eclipse Bay,Jayne Ann Krentz,2000,Jove Books
3991,0446359637,Breath of Scandal,Sandra Brown,1991,Warner Books
3992,0451155068,Kiss Mommy Goodbye,Joy Fielding,1993,Signet Book
3993,0553294903,Divine Evil,NORA ROBERTS,1992,Bantam
3994,0553284673,Love and Marriage,Bill Cosby,1990,Bantam Books
3995,0440236991,Leap of Faith,Danielle Steel,2002,Dell Publishing Company
3996,0517577550,Dave Barry Turns 40,Dave Barry,1990,Random House Inc
3997,0312960344,Pandora's Clock,John J. Nance,1996,St. Martin's Press
3998,0684814994,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1995,Simon & Schuster
3999,0446604534,Day of Confession,Allan Folsom,1999,Warner Vision
4000,0061008109,Voice of the Heart,Barbara Taylor Bradford,1995,HarperTorch
4001,0425098605,The Vision,Dean R. Koontz,1997,Berkley Publishing Group
4002,0440194903,When the Wind Blows,John Saul,1990,Dell
4003,0345365933,Texas Sunrise,FERN MICHAELS,1994,Fawcett
4004,0451206878,The Return,Bentley Little,2002,Signet Book
4005,0743428587,Twisted Roots,V.C. Andrews,2002,Pocket
4006,0515130117,The Sabbathday River,Jean Hanff Korelitz,2001,Berkley Publishing Group
4007,0553802976,"Love, Greg & Lauren",Greg Manning,2002,Bantam Books
4008,0440217512,Wings,Danielle Steel,1995,Dell
4009,0671025333,Empty Promises,Ann Rule,2000,Pocket
4010,0679736379,Sophie's Choice,William Styron,1992,Vintage Books USA
4011,0671729489,Seeds of Yesterday (Dollanganger),V.C. Andrews,1990,Pocket
4012,0425172996,Vector,Robin Cook,2000,Berkley Publishing Group
4013,0449213730,The Ritual Bath (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1991,Fawcett Books
4014,0553278355,The Bell Jar,Sylvia Plath,1983,Bantam
4015,0440114756,Comes the Blind Fury,John Saul,1990,Dell
4016,0451203070,Tending Roses,Lisa Wingate,2001,New American Library
4017,0061030244,"Carpenter's Lady, The, NEW EDITION",Barbara Delinsky,1999,HarperTorch
4018,0399148027,Blue Diary,Alice Hoffman,2001,G. P. Putnam's Sons
4019,0452261368,Beloved: A Novel (Plume Contemporary Fiction),Toni Morrison,1987,Penguin USA
4020,0345335406,Texas Rich,FERN MICHAELS,1987,Ballantine Books
4021,0671782525,SLEEPING BEAUTY,Judith Michael,1992,Pocket
4022,0440207835,Dead Irish,John T. Lescroart,1991,Dell
4023,0553283936,Negotiator,Frederick Forsyth,1999,Bantam Books
4024,1551669293,204 Rosewood Lane,Debbie Macomber,2002,Mira
4025,0440166497,Once in a Lifetime,Danielle Steel,1983,Dell
4026,0671886290,Pot of Gold,Judith Michael,1994,Pocket
4027,068816112X,Replay,Ken Grimwood,1998,Perennial
4028,0060562080,"Under the Duvet : Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities",Marian Keyes,2004,Perennial
4029,0671463144,WAR REMEMBRANCE,Herman Wouk,1983,Pocket
4030,0399150439,Naked Prey,John Sandford,2003,Putnam Publishing Group
4031,0749309423,The Silence of the Lambs,Thomas Harris,1991,Mandarin
4032,1861976127,"Eats, Shoots and Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,Profile Books Ltd
4033,0345350472,Blade Runner: (Do Androids Dream of Electric Sheep),Philip K. Dick,1990,Del Rey Books
4034,0440995779,The Witch of Blackbird Pond (Laurel Leaf Books),ELIZABETH GEORGE SPEARE,1978,Laure Leaf
4035,0590483498,"Night of the Living Dummy II  (Goosebumps, No 31)",R. L. Stine,1995,Scholastic
4036,0671016784,Gravity (A),Tess Gerritsen,1999,Atria
4037,0330300822,Songlines,Bruce Chatwin,1994,Pan Books Ltd
4038,0440314887,Coming of Age in Mississippi,Anne Moody,1997,Laurel Editions
4039,055334949X,Even Cowgirls Get the Blues,Tom Robbins,1990,Bantam
4040,0553576003,Tidings of Great Joy,Sandra Brown,1999,Bantam Books
4041,3596150655,Generation Golf. Eine Inspektion,Florian Illies,2002,Distribooks
4042,0446608386,Killing Me Softly : A Novel of Obsession,Nicci French,2000,Warner Vision
4043,0449209997,Callander Square,Anne Perry,1990,Fawcett Books
4044,0451408683,The Case Has Altered: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,1998,Onyx Books
4045,0696217120,Trading Spaces Behind the Scenes: Including Decorating Tips and Tricks,Brian Kramer,2003,Meredith Books
4046,034543448X,Demolition Angel,Robert Crais,2001,Ballantine Books
4047,1551668300,16 Lighthouse Road,Debbie Macomber,2001,Mira
4048,0060542128,When the Storm Breaks,Heather Lowell,2003,HarperTorch
4049,0517707918,The 9 Steps to Financial Freedom,Suze Orman,1997,Crown Publishing Group (NY)
4050,0312187459,The Memoirs of Cleopatra: A Novel,Margaret George,1998,St. Martin's Press
4051,0684813076,That Old Ace in the Hole : A Novel,Annie Proulx,2002,Scribner
4052,0312863551,The Moon Is a Harsh Mistress,Robert A. Heinlein,1997,Orb Books
4053,044922502X,North of Montana,April Smith,1996,Fawcett Books
4054,0515135216,Dark Symphony,Christine Feehan,2003,Jove Books
4055,2253150711,Stupeur Et Tremblements,Amelie Nothomb,2001,Distribooks
4056,0425145301,McNally's Caper (Archy McNally Novels (Paperback)),Lawrence Sanders,1995,Berkley Publishing Group
